image.started,image.stopped,trend.response,trend.rt,trend.started,trend.stopped,participant,session,date,expName,psychopyVersion,frameRate,
14.135159299999941,16.142403699999704,increasing,6.038,,,,001,2020_Dec_05_0352,experiment,2020.2.8,59.956100143358206,
,,,,1.9992261200022767,None,,,,,,,
