instruct_text.started,instruct_text.stopped,ready.keys,ready.rt,ready.started,ready.stopped,participant,session,date,expName,psychopyVersion,frameRate,
9.472309099997801,None,escape,0.034824200003640726,9.472309099997801,None,,001,2020_Dec_05_1218,experiment,2020.2.8,59.9642612995104,
