instruct_text.started,instruct_text.stopped,ready.keys,ready.rt,ready.started,ready.stopped,participant,session,date,expName,psychopyVersion,frameRate,
13.255329299998266,None,space,1.615351799999189,13.255329299998266,None,,001,2020_Dec_05_0412,experiment,2020.2.8,60.14502167555881,
