trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,path,is_control,slope,noise,corrans,instruct_text.started,instruct_text.stopped,ready.keys,ready.rt,ready.started,ready.stopped,timer1.started,timer1.stopped,timer2.started,timer2.stopped,timer3.started,timer3.stopped,timergo.started,timergo.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,10.110059300001012,None,return,1.306372500002908,10.110059300001012,None,,,,,,,,,,001,2020_Dec_05_1222,experiment,2020.2.8,59.99178112538593,
,,,,,,,,,,,,,,,11.438873599996441,12.438925299997209,12.422389200000907,13.422242699998606,13.422242699998606,14.422298099998443,14.422298099998443,None,,,,,,,
