path,is_control,slope,noise,corrans,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instruct_text.started,instruct_text.stopped,ready.keys,ready.rt,ready.started,ready.stopped,timer1.started,timer1.stopped,timer2.started,timer2.stopped,timer3.started,timer3.stopped,timergo.started,timergo.stopped,image.started,image.stopped,text.started,text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,15.497967299997981,None,return,1.0994496999992407,15.497967299997981,None,,,,,,,,,,,,,,,,,,001,2020_Dec_05_1223,experiment,2020.2.8,60.03373896048716,
dataset/29.png,False,-0.01,0.175,down,0,0,0,29,,,,,,,16.625189200000023,17.625455900000816,17.609097299995483,18.60900379999657,18.60900379999657,19.609060199996748,19.609060199996748,None,21.308708799995657,None,21.308708799995657,None,up,0.6841261000008672,21.308708799995657,None,,001,2020_Dec_05_1223,experiment,2020.2.8,60.03373896048716,
