trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,path,is_control,slope,noise,corrans,instruct_text.started,instruct_text.stopped,ready.keys,ready.rt,ready.started,ready.stopped,timer1.started,timer1.stopped,timer2.started,timer2.stopped,timer3.started,timer3.stopped,timergo.started,timergo.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,15.639831200001936,None,space,16.11489409999922,15.639831200001936,None,,,,,,,,,,001,2020_Dec_05_1227,experiment,2020.2.8,60.00567653743772,
,,,,,,,,,,,,,,,31.785022500000196,32.78534610000497,32.76916899999924,33.76867499999935,33.76867499999935,34.769008300005225,34.769008300005225,None,,,,,,,
