instruct_text.started,instruct_text.stopped,ready.keys,ready.rt,ready.started,ready.stopped,timer1.started,timer1.stopped,timer2.started,timer2.stopped,timer3.started,timer3.stopped,participant,session,date,expName,psychopyVersion,frameRate,
16.754072200001247,None,space,7.789981300000363,16.754072200001247,None,,,,,,,,001,2020_Dec_05_0414,experiment,2020.2.8,59.96519619994891,
,,,,,,24.57043949999934,25.57037610000043,25.553479300000618,26.553746599998703,26.553746599998703,None,,,,,,,
