image.started,image.stopped,trend.response,trend.rt,trend.started,trend.stopped,participant,session,date,expName,psychopyVersion,frameRate,
10.375794199997472,12.379487999998673,increasing,7.521,,,,001,2020_Dec_05_0353,experiment,2020.2.8,59.983648457743115,
,,,,1.9998309600050561,None,,,,,,,
