image.started,image.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
11.620713499996782,13.63466089999929,up,7.2609741999986,13.536268199997721,None,1,001,2020_Dec_05_0347,experiment,2020.2.8,60.0194342918917,
