path,is_control,slope,noise,corrans,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instruct_text.started,instruct_text.stopped,ready.keys,ready.rt,ready.started,ready.stopped,timer1.started,timer1.stopped,timer2.started,timer2.stopped,timer3.started,timer3.stopped,timergo.started,timergo.stopped,image.started,image.stopped,text.started,text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,text_2.started,text_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,9.141012000000046,None,return,0.537968999997247,9.141012000000046,None,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Dec_05_1231,experiment,2020.2.8,59.933318191764066,
dataset/122.png,False,0.1,0.1,up,0,0,0,122,,,,,,,9.70133710000664,10.701484500001243,10.68512400000327,11.685038800002076,11.685038800002076,12.684968900000968,12.684968900000968,None,14.337256100006925,None,None,None,up,0.679978400003165,14.337256100006925,None,,,,,,,,001,2020_Dec_05_1231,experiment,2020.2.8,59.933318191764066,
dataset/15.png,False,0.01,0.075,up,0,1,1,15,,,,,,,,,,,,,,,15.553029100003187,None,None,None,up,0.6737651000003098,15.553029100003187,None,,,,,,,,001,2020_Dec_05_1231,experiment,2020.2.8,59.933318191764066,
dataset/134.png,False,0.1,0.175,up,0,2,2,134,,,,,,,,,,,,,,,16.769674300005136,None,None,None,up,0.5497828999941703,16.769674300005136,None,,,,,,,,001,2020_Dec_05_1231,experiment,2020.2.8,59.933318191764066,
dataset/74.png,False,0.05,0.125,up,0,3,3,74,,,,,,,,,,,,,,,17.869743000002927,None,None,None,up,0.6231463000003714,17.869743000002927,None,,,,,,,,001,2020_Dec_05_1231,experiment,2020.2.8,59.933318191764066,
dataset/43.png,False,0.01,0.25,up,0,4,4,43,,,,,,,,,,,,,,,19.036268500000006,None,None,None,up,0.7148654000047827,19.036268500000006,None,,,,,,,,001,2020_Dec_05_1231,experiment,2020.2.8,59.933318191764066,
dataset/37.png,False,-0.01,0.225,down,0,5,5,37,,,,,,,,,,,,,,,20.286247800002457,None,None,None,down,0.8469268999979249,20.286247800002457,None,,,,,,,,001,2020_Dec_05_1231,experiment,2020.2.8,59.933318191764066,
dataset/114.png,False,0.1,0.05,up,0,6,6,114,,,,,,,,,,,,,,,21.669652399999904,None,None,None,up,0.49941989999933867,21.669652399999904,None,,,,,,,,001,2020_Dec_05_1231,experiment,2020.2.8,59.933318191764066,
dataset/45.png,False,-0.01,0.275,down,0,7,7,45,,,,,,,,,,,,,,,22.70268020000367,None,None,None,up,0.7264145000008284,22.70268020000367,None,,,,,,,,001,2020_Dec_05_1231,experiment,2020.2.8,59.933318191764066,
dataset/121.png,False,-0.1,0.1,down,0,8,8,121,,,,,,,,,,,,,,,23.969570700006443,None,None,None,down,0.5300189999979921,23.969570700006443,None,,,,,,,,001,2020_Dec_05_1231,experiment,2020.2.8,59.933318191764066,
dataset/41.png,False,-0.01,0.25,down,0,9,9,41,,,,,,,,,,,,,,,25.03593080000428,None,None,None,up,0.45270110000274144,25.03593080000428,None,,,,,,,,001,2020_Dec_05_1231,experiment,2020.2.8,59.933318191764066,
dataset/50.png,False,0.01,0.3,up,0,10,10,50,,,,,,,,,,,,,,,26.036147900005744,None,None,None,down,0.5408147999987705,26.036147900005744,None,,,,,,,,001,2020_Dec_05_1231,experiment,2020.2.8,59.933318191764066,
dataset/22.png,False,0.01,0.125,up,0,11,11,22,,,,,,,,,,,,,,,27.136180300003616,None,None,None,up,0.45950789999915287,27.136180300003616,None,,,,,,,,001,2020_Dec_05_1231,experiment,2020.2.8,59.933318191764066,
dataset/109.png,False,-0.1,0.025,down,0,12,12,109,,,,,,,,,,,,,,,28.13612340000691,None,None,None,down,0.4678007000038633,28.13612340000691,None,,,,,,,,001,2020_Dec_05_1231,experiment,2020.2.8,59.933318191764066,
dataset/160.png,True,-0.0,0.3,none,0,13,13,160,,,,,,,,,,,,,,,29.135789800006023,None,None,None,down,0.7163360999984434,29.135789800006023,None,,,,,,,,001,2020_Dec_05_1231,experiment,2020.2.8,59.933318191764066,
dataset/163.png,True,0.0,0.3,none,0,14,14,163,,,,,,,,,,,,,,,30.386048300002585,None,None,None,up,0.7430957000033231,30.386048300002585,None,,,,,,,,001,2020_Dec_05_1231,experiment,2020.2.8,59.933318191764066,
dataset/148.png,False,-0.1,0.275,down,0,15,15,148,,,,,,,,,,,,,,,31.686138500001107,None,None,None,down,0.5463272999986657,31.686138500001107,None,,,,,,,,001,2020_Dec_05_1231,experiment,2020.2.8,59.933318191764066,
dataset/1.png,False,-0.01,0.0,down,0,16,16,1,,,,,,,,,,,,,,,32.786143600002106,None,None,None,down,1.0168868999971892,32.786143600002106,None,,,,,,,,001,2020_Dec_05_1231,experiment,2020.2.8,59.933318191764066,
dataset/111.png,False,0.1,0.025,up,0,17,17,111,,,,,,,,,,,,,,,34.33603370000492,None,None,None,up,0.5429404999958933,34.33603370000492,None,,,,,,,,001,2020_Dec_05_1231,experiment,2020.2.8,59.933318191764066,
dataset/91.png,False,0.05,0.225,up,0,18,18,91,,,,,,,,,,,,,,,35.43597990000126,None,None,None,up,1.3113077000016347,35.43597990000126,None,,,,,,,,001,2020_Dec_05_1231,experiment,2020.2.8,59.933318191764066,
dataset/58.png,False,0.05,0.025,up,0,19,19,58,,,,,,,,,,,,,,,37.28573520000646,None,None,None,up,0.8447441999960574,37.28573520000646,None,,,,,,,,001,2020_Dec_05_1231,experiment,2020.2.8,59.933318191764066,
dataset/54.png,False,0.05,0.0,up,0,20,20,54,,,,,,,,,,,,,,,38.6692347000062,None,None,None,up,0.6073026999947615,38.6692347000062,None,,,,,,,,001,2020_Dec_05_1231,experiment,2020.2.8,59.933318191764066,
dataset/150.png,False,0.1,0.275,up,0,21,21,150,,,,,,,,,,,,,,,39.81929230000242,None,None,None,up,0.7035780000005616,39.81929230000242,None,,,,,,,,001,2020_Dec_05_1231,experiment,2020.2.8,59.933318191764066,
dataset/166.png,True,0.5,0.0,up,0,22,22,166,,,,,,,,,,,,,,,41.052499700002954,None,None,None,up,0.5745440000027884,41.052499700002954,None,,,,,,,,001,2020_Dec_05_1231,experiment,2020.2.8,59.933318191764066,
dataset/2.png,False,0.01,0.0,up,0,23,23,2,,,,,,,,,,,,,,,42.1858807000026,None,None,None,up,0.5716803000032087,42.1858807000026,None,,,,,,,,001,2020_Dec_05_1231,experiment,2020.2.8,59.933318191764066,
dataset/113.png,False,-0.1,0.05,down,0,24,24,113,,,,,,,,,,,,,,,43.31919380000181,None,None,None,down,0.5494512000004761,43.31919380000181,None,,,,,,,,001,2020_Dec_05_1231,experiment,2020.2.8,59.933318191764066,
dataset/47.png,False,0.01,0.275,up,0,25,25,47,,,,,,,,,,,,,,,44.4191415000023,None,None,None,up,0.7774127000011504,44.4191415000023,None,,,,,,,,001,2020_Dec_05_1231,experiment,2020.2.8,59.933318191764066,
dataset/103.png,False,0.05,0.3,up,0,26,26,103,,,,,,,,,,,,,,,45.735484100005124,None,None,None,up,0.7611890000043786,45.735484100005124,None,,,,,,,,001,2020_Dec_05_1231,experiment,2020.2.8,59.933318191764066,
dataset/56.png,False,-0.05,0.025,down,0,27,27,56,,,,,,,,,,,,,,,47.05234650000057,None,None,None,down,0.5092205999972066,47.05234650000057,None,,,,,,,,001,2020_Dec_05_1231,experiment,2020.2.8,59.933318191764066,
