trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,label,is_control,repl_no,slope,noise,instruct_text.started,instruct_text.stopped,ready.keys,ready.rt,ready.started,ready.stopped,timer1.started,timer1.stopped,timer2.started,timer2.stopped,timer3.started,timer3.stopped,timergo.started,timergo.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,11.887581399998453,None,space,1.7748375000010128,11.887581399998453,None,,,,,,,,,,001,2020_Dec_05_0421,experiment,2020.2.8,59.97274838289816,
,,,,,,,,,,,,,,,13.6887859999988,14.68848699999944,14.67205119999926,15.672257099999115,15.672257099999115,16.672131499999523,16.672131499999523,None,,,,,,,
